state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('BOMBING', 'DOWN', 0, 'UNAVAILABLE', 'NECESSARY', 'BOMB')",BOMBING,DOWN,0,UNAVAILABLE,NECESSARY,BOMB,0.0,0.0,-1.201,0.0,0.07644742,0.0,WAIT,0.07644742
"('BOMBING', 'RIGHT', 15, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,15,UNSAFE,UNNECESSARY,UP,-0.011,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'DOWN', 5, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,DOWN,5,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.0056056455,0.0,UP,0.0
"('NONE', 'NONE', 1, 'USELESS', 'UNNECESSARY', 'RIGHT')",NONE,NONE,1,USELESS,UNNECESSARY,RIGHT,0.020639667,0.0,-0.09537239,0.0,-0.051,0.0,UP,0.020639667
"('ESCAPE', 'UP', 7, 'ATTACK', 'UNSAFE', 'UP')",ESCAPE,UP,7,ATTACK,UNSAFE,UP,0.11616439,0.0,0.0,0.0,-0.501,0.0,UP,0.11616439
"('ESCAPE', 'UP', 13, 'GOOD_LOW', 'UNSAFE', 'RIGHT')",ESCAPE,UP,13,GOOD_LOW,UNSAFE,RIGHT,0.24310213,0.0,0.0,0.0,0.0,0.0,UP,0.24310213
"('ESCAPE', 'UP', 1, 'UNSAFE', 'UNSAFE', 'UP')",ESCAPE,UP,1,UNSAFE,UNSAFE,UP,0.0,-0.601,0.0,0.0,0.0,-1.001,UP,0.0
"('COIN', 'DOWN', 9, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",COIN,DOWN,9,GOOD_HIGH,UNNECESSARY,DOWN,0.0,0.0,-0.501,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'LEFT', 13, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,LEFT,13,UNSAFE,UNNECESSARY,UP,0.0,0.0,0.0,0.19001722,0.0,0.0,LEFT,0.19001722
"('COIN', 'DOWN', 4, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,4,USELESS,UNNECESSARY,RIGHT,0.0,0.0,0.0014082637,0.0,0.0,0.0,DOWN,0.0014082637
"('ESCAPE', 'DOWN', 13, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",ESCAPE,DOWN,13,UNAVAILABLE,UNNECESSARY,DOWN,0.0,-0.040338706,0.0,0.0,0.0,-0.101,UP,0.0
"('ESCAPE', 'DOWN', 12, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",ESCAPE,DOWN,12,GOOD_HIGH,UNNECESSARY,BOMB,0.0,-0.101,0.0,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'DOWN', 12, 'GOOD_HIGH', 'UNSAFE', 'RIGHT')",ESCAPE,DOWN,12,GOOD_HIGH,UNSAFE,RIGHT,0.0,-0.501,0.044315595,-0.001,0.0,0.0,DOWN,0.044315595
"('COIN', 'UP', 15, 'USELESS', 'UNNECESSARY', 'BOMB')",COIN,UP,15,USELESS,UNNECESSARY,BOMB,0.0,0.0,0.05918636,0.0,0.0,-0.025948366,DOWN,0.05918636
"('COIN', 'UP', 3, 'UNSAFE', 'UNNECESSARY', 'LEFT')",COIN,UP,3,UNSAFE,UNNECESSARY,LEFT,0.16515349,0.0,0.0,0.0,0.0,-0.3072969,UP,0.16515349
"('ESCAPE', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",ESCAPE,LEFT,10,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.11356044,BOMB,0.11356044
"('BOMBING', 'UP', 10, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,UP,10,USELESS,UNNECESSARY,DOWN,0.0,0.31923163,-0.030479033,0.0,0.0,-0.0010834846,RIGHT,0.31923163
"('COIN', 'DOWN', 13, 'ATTACK', 'UNNECESSARY', 'WAIT')",COIN,DOWN,13,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.11948783,BOMB,0.11948783
"('BOMBING', 'HERE', 5, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,5,GOOD_LOW,UNNECESSARY,RIGHT,0.0,-0.101,0.0,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'HERE', 4, 'ATTACK', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,4,ATTACK,UNNECESSARY,RIGHT,-0.006515261,-0.044942163,-0.2773677,0.0,0.0,0.0,LEFT,0.0
"('BOMBING', 'UP', 1, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,UP,1,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,-0.029444562,UP,0.0
"('COIN', 'RIGHT', 2, 'UNSAFE', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,2,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,-0.80391884,UP,0.0
"('BOMBING', 'LEFT', 13, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,13,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.0,0.11182225,-0.027128838,-0.029445335,LEFT,0.11182225
"('COIN', 'RIGHT', 13, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,13,USELESS,UNNECESSARY,DOWN,0.0,-0.501,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'LEFT', 9, 'UNAVAILABLE', 'UNSAFE', 'DOWN')",ESCAPE,LEFT,9,UNAVAILABLE,UNSAFE,DOWN,0.0,0.0,0.0,0.056624793,0.0,0.0,LEFT,0.056624793
"('ESCAPE', 'LEFT', 10, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,LEFT,10,UNAVAILABLE,UNSAFE,LEFT,0.0,-0.7376855,0.0,2.0550625,0.0,-0.4734738,LEFT,2.0550625
"('COIN', 'LEFT', 15, 'UNSAFE', 'UNNECESSARY', 'LEFT')",COIN,LEFT,15,UNSAFE,UNNECESSARY,LEFT,0.0,0.0,-0.101,0.0,0.0,0.0,UP,0.0
"('COIN', 'LEFT', 10, 'UNSAFE', 'UNNECESSARY', 'DOWN')",COIN,LEFT,10,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.009,0.0,0.0,LEFT,0.009
"('COIN', 'LEFT', 2, 'UNSAFE', 'UNNECESSARY', 'LEFT')",COIN,LEFT,2,UNSAFE,UNNECESSARY,LEFT,-0.101,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'LEFT', 8, 'USELESS', 'UNSAFE', 'BOMB')",ESCAPE,LEFT,8,USELESS,UNSAFE,BOMB,-0.31730235,0.0,0.0,0.03589005,0.0,-0.41889185,LEFT,0.03589005
"('BOMBING', 'RIGHT', 10, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,10,UNSAFE,UNNECESSARY,UP,-0.101,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('COIN', 'DOWN', 0, 'UNSAFE', 'NECESSARY', 'WAIT')",COIN,DOWN,0,UNSAFE,NECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0057445876,0.0,WAIT,0.0057445876
"('BOMBING', 'HERE', 2, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,2,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.020651773,0.0,0.0,0.0,0.0,RIGHT,0.020651773
"('ESCAPE', 'LEFT', 8, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,LEFT,8,GOOD_LOW,UNNECESSARY,RIGHT,0.0,-0.101,-0.101,0.0,0.0,0.0,UP,0.0
"('COIN', 'RIGHT', 2, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,2,USELESS,UNNECESSARY,WAIT,0.0,0.0,0.0013274755,0.0,0.0,0.0,DOWN,0.0013274755
"('ESCAPE', 'DOWN', 14, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",ESCAPE,DOWN,14,GOOD_HIGH,UNNECESSARY,LEFT,0.0,0.0,0.0,0.3817675,0.0,0.0,LEFT,0.3817675
"('COIN', 'RIGHT', 8, 'ATTACK', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,8,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.0,0.12151439,0.0,0.0,LEFT,0.12151439
"('COIN', 'LEFT', 7, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",COIN,LEFT,7,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,-0.501,0.0,0.0,UP,0.0
"('BOMBING', 'UP', 14, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,14,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.15460996,0.0,0.0,LEFT,0.15460996
"('ESCAPE', 'RIGHT', 14, 'USELESS', 'UNSAFE', 'UP')",ESCAPE,RIGHT,14,USELESS,UNSAFE,UP,0.0,0.0,-0.0073004304,0.16686371,0.0,0.0,LEFT,0.16686371
"('BOMBING', 'LEFT', 2, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,2,GOOD_HIGH,UNNECESSARY,LEFT,-0.09947513,0.0,0.0,0.0,0.0,0.323265,BOMB,0.323265
"('ESCAPE', 'UP', 13, 'USELESS', 'UNSAFE', 'LEFT')",ESCAPE,UP,13,USELESS,UNSAFE,LEFT,0.0,-0.501,0.0,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'UP', 1, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,1,USELESS,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.046265665,-0.0022221038,UP,0.0
"('COIN', 'UP', 14, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",COIN,UP,14,UNAVAILABLE,UNNECESSARY,RIGHT,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('COIN', 'RIGHT', 5, 'GOOD_LOW', 'UNNECESSARY', 'UP')",COIN,RIGHT,5,GOOD_LOW,UNNECESSARY,UP,0.0,0.0,0.0,-0.061993375,0.0,0.0,UP,0.0
"('COIN', 'UP', 5, 'UNSAFE', 'UNNECESSARY', 'WAIT')",COIN,UP,5,UNSAFE,UNNECESSARY,WAIT,0.0,-0.101,0.0,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'DOWN', 5, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,5,UNAVAILABLE,UNNECESSARY,RIGHT,-0.001,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'LEFT', 0, 'UNSAFE', 'NECESSARY', 'DOWN')",BOMBING,LEFT,0,UNSAFE,NECESSARY,DOWN,0.0,0.0,0.0,-0.501,0.053851854,0.0,WAIT,0.053851854
"('COIN', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",COIN,RIGHT,2,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.22857796,0.0,0.0,0.0,0.0,RIGHT,0.22857796
"('COIN', 'LEFT', 5, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,LEFT,5,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,0.009032923,BOMB,0.009032923
"('ESCAPE', 'DOWN', 13, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,13,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.13072133,0.0,0.0,0.0,DOWN,0.13072133
"('ESCAPE', 'LEFT', 10, 'UNAVAILABLE', 'UNSAFE', 'UP')",ESCAPE,LEFT,10,UNAVAILABLE,UNSAFE,UP,-1.101,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'RIGHT', 7, 'UNSAFE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,7,UNSAFE,UNNECESSARY,LEFT,0.0,0.12657145,0.0,0.0,0.0,0.0,RIGHT,0.12657145
"('COIN', 'RIGHT', 7, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,7,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,-0.051,0.15388888,BOMB,0.15388888
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNSAFE', 'DOWN')",ESCAPE,RIGHT,6,ATTACK,UNSAFE,DOWN,0.0,0.0,0.0,0.0,0.0,-0.501,UP,0.0
"('ESCAPE', 'LEFT', 12, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,LEFT,12,GOOD_LOW,UNNECESSARY,RIGHT,-0.101,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('COIN', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,DOWN,4,GOOD_LOW,UNNECESSARY,DOWN,-0.501,0.0,0.0,0.0,0.0,0.13019395,BOMB,0.13019395
"('BOMBING', 'RIGHT', 1, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,1,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,0.14707422,BOMB,0.14707422
"('NONE', 'NONE', 1, 'UNSAFE', 'UNNECESSARY', 'RIGHT')",NONE,NONE,1,UNSAFE,UNNECESSARY,RIGHT,0.0,0.0,0.0126099195,0.0,0.0,0.0,DOWN,0.0126099195
"('ESCAPE', 'LEFT', 14, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,LEFT,14,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,0.0,0.096097685,BOMB,0.096097685
"('ESCAPE', 'DOWN', 5, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,DOWN,5,UNAVAILABLE,UNSAFE,LEFT,0.0,0.0,0.0,0.0,0.0,-0.901,UP,0.0
"('BOMBING', 'UP', 4, 'ATTACK', 'UNNECESSARY', 'WAIT')",BOMBING,UP,4,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.07881296,0.0,0.0,0.0,DOWN,0.07881296
"('COIN', 'UP', 2, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",COIN,UP,2,GOOD_HIGH,UNNECESSARY,DOWN,0.0,0.0,-0.101,0.0,0.0,0.15503727,BOMB,0.15503727
"('BOMBING', 'DOWN', 7, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,DOWN,7,UNSAFE,UNNECESSARY,UP,0.0,0.0,0.06295933,0.0,0.0,0.0,DOWN,0.06295933
"('COIN', 'RIGHT', 13, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,13,USELESS,UNNECESSARY,WAIT,0.0,0.0,0.0,0.1017449,0.0,0.0,LEFT,0.1017449
"('ESCAPE', 'RIGHT', 7, 'UNSAFE', 'UNNECESSARY', 'DOWN')",ESCAPE,RIGHT,7,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 6, 'UNSAFE', 'UNNECESSARY', 'WAIT')",ESCAPE,RIGHT,6,UNSAFE,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,-0.9629031,UP,0.0
"('ESCAPE', 'LEFT', 8, 'UNSAFE', 'UNNECESSARY', 'BOMB')",ESCAPE,LEFT,8,UNSAFE,UNNECESSARY,BOMB,0.0,-0.33050424,0.0,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 14, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",ESCAPE,LEFT,14,UNAVAILABLE,UNNECESSARY,BOMB,0.0,1.4037193,0.0,0.0,0.0,0.0,RIGHT,1.4037193
"('ESCAPE', 'LEFT', 12, 'UNAVAILABLE', 'UNSAFE', 'UP')",ESCAPE,LEFT,12,UNAVAILABLE,UNSAFE,UP,0.0,0.0,0.0,0.0,0.0,-0.601,UP,0.0
"('ESCAPE', 'RIGHT', 2, 'GOOD_LOW', 'UNSAFE', 'DOWN')",ESCAPE,RIGHT,2,GOOD_LOW,UNSAFE,DOWN,-0.601,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'RIGHT', 3, 'UNSAFE', 'UNNECESSARY', 'LEFT')",ESCAPE,RIGHT,3,UNSAFE,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 3, 'UNSAFE', 'UNNECESSARY', 'WAIT')",ESCAPE,RIGHT,3,UNSAFE,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,-0.4049894,UP,0.0
"('NONE', 'NONE', 2, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,2,ATTACK,UNNECESSARY,DOWN,0.0,0.0,-0.07728923,0.0,-0.039449833,0.0,UP,0.0
"('ESCAPE', 'DOWN', 14, 'UNAVAILABLE', 'UNSAFE', 'DOWN')",ESCAPE,DOWN,14,UNAVAILABLE,UNSAFE,DOWN,0.0,0.0,0.0,0.49610925,0.0,0.0,LEFT,0.49610925
"('BOMBING', 'UP', 14, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,UP,14,ATTACK,UNNECESSARY,UP,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'RIGHT', 3, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",ESCAPE,RIGHT,3,GOOD_HIGH,UNNECESSARY,LEFT,0.0,0.10498961,0.0,-0.101,-0.051,0.0,RIGHT,0.10498961
"('ESCAPE', 'RIGHT', 2, 'GOOD_HIGH', 'UNSAFE', 'WAIT')",ESCAPE,RIGHT,2,GOOD_HIGH,UNSAFE,WAIT,-0.501,0.0,0.0,-0.601,0.0,0.0,RIGHT,0.0
"('COIN', 'DOWN', 14, 'UNSAFE', 'UNNECESSARY', 'UP')",COIN,DOWN,14,UNSAFE,UNNECESSARY,UP,0.0,0.0,-0.016,0.0,-0.051,0.0,UP,0.0
"('COIN', 'DOWN', 1, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,DOWN,1,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.13637264,BOMB,0.13637264
"('COIN', 'RIGHT', 4, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,RIGHT,4,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0023050203,0.0,WAIT,0.0023050203
"('BOMBING', 'DOWN', 1, 'UNSAFE', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,1,UNSAFE,UNNECESSARY,RIGHT,0.09755232,0.0,0.0,0.0,0.0,-0.3509502,UP,0.09755232
"('BOMBING', 'DOWN', 11, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,11,ATTACK,UNNECESSARY,DOWN,0.0,0.0,-0.501,0.0,0.0,0.0,UP,0.0
"('COIN', 'UP', 10, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,UP,10,USELESS,UNNECESSARY,DOWN,0.0,0.06474283,0.0,0.0,0.0,0.0,RIGHT,0.06474283
"('NONE', 'NONE', 13, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,13,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.107813746,0.0,-0.034957998,0.0,DOWN,0.107813746
"('ESCAPE', 'UP', 11, 'GOOD_LOW', 'UNSAFE', 'RIGHT')",ESCAPE,UP,11,GOOD_LOW,UNSAFE,RIGHT,0.0666021,0.0,0.0,0.0,0.0,0.0,UP,0.0666021
"('ESCAPE', 'UP', 7, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,7,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.08467367,0.0,0.0,UP,0.0
"('BOMBING', 'UP', 1, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,UP,1,ATTACK,UNNECESSARY,LEFT,0.0,0.0,-0.40768135,0.0,0.0,0.0,UP,0.0
"('COIN', 'DOWN', 10, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,10,USELESS,UNNECESSARY,RIGHT,-0.025530368,0.07735035,0.0,0.0,0.0,0.0,RIGHT,0.07735035
"('ESCAPE', 'UP', 11, 'ATTACK', 'UNSAFE', 'LEFT')",ESCAPE,UP,11,ATTACK,UNSAFE,LEFT,0.0,0.0,0.0,0.24619019,0.0,0.0,LEFT,0.24619019
"('ESCAPE', 'DOWN', 12, 'ATTACK', 'UNNECESSARY', 'LEFT')",ESCAPE,DOWN,12,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,0.24035199,BOMB,0.24035199
"('ESCAPE', 'UP', 15, 'GOOD_LOW', 'UNNECESSARY', 'UP')",ESCAPE,UP,15,GOOD_LOW,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.24497344,BOMB,0.24497344
"('ESCAPE', 'DOWN', 4, 'GOOD_HIGH', 'UNSAFE', 'DOWN')",ESCAPE,DOWN,4,GOOD_HIGH,UNSAFE,DOWN,0.0,0.0,0.0,0.0,-0.26670507,0.0,UP,0.0
"('COIN', 'DOWN', 15, 'ATTACK', 'UNNECESSARY', 'BOMB')",COIN,DOWN,15,ATTACK,UNNECESSARY,BOMB,0.0,0.0,0.0,0.091896,0.0,0.0,LEFT,0.091896
"('COIN', 'DOWN', 14, 'UNSAFE', 'UNNECESSARY', 'WAIT')",COIN,DOWN,14,UNSAFE,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,-0.89070034,UP,0.0
"('ESCAPE', 'RIGHT', 3, 'USELESS', 'UNNECESSARY', 'UP')",ESCAPE,RIGHT,3,USELESS,UNNECESSARY,UP,0.0,0.04443627,0.0,0.0,0.0,0.0,RIGHT,0.04443627
"('BOMBING', 'RIGHT', 15, 'USELESS', 'UNNECESSARY', 'BOMB')",BOMBING,RIGHT,15,USELESS,UNNECESSARY,BOMB,0.09448788,0.0,0.0,0.0,0.0,0.0,UP,0.09448788
"('BOMBING', 'HERE', 13, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,13,UNAVAILABLE,UNNECESSARY,LEFT,0.0,-1.201,0.42602047,0.0,0.0,-0.101,DOWN,0.42602047
"('ESCAPE', 'UP', 1, 'UNSAFE', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,1,UNSAFE,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'UP', 1, 'UNSAFE', 'UNSAFE', 'WAIT')",ESCAPE,UP,1,UNSAFE,UNSAFE,WAIT,0.0,0.0,0.0,0.0,-0.27367696,0.0,UP,0.0
"('ESCAPE', 'UP', 5, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,5,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,-0.001,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 9, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,LEFT,9,UNAVAILABLE,UNSAFE,LEFT,0.0,-0.58755475,0.0,0.5259932,0.0,0.0,LEFT,0.5259932
"('COIN', 'UP', 8, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,UP,8,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,-0.08464186,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 3, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",ESCAPE,RIGHT,3,GOOD_HIGH,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'RIGHT', 8, 'USELESS', 'UNNECESSARY', 'BOMB')",BOMBING,RIGHT,8,USELESS,UNNECESSARY,BOMB,0.0,0.0,-0.03187464,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'LEFT', 7, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,LEFT,7,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.17210475,BOMB,0.17210475
"('BOMBING', 'RIGHT', 1, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,1,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.010753906,0.0,0.0,0.0,DOWN,0.010753906
"('ESCAPE', 'DOWN', 14, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,14,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.2670978,0.0,0.0,LEFT,0.2670978
"('BOMBING', 'DOWN', 10, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,10,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,-0.501,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'RIGHT', 5, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,5,GOOD_HIGH,UNNECESSARY,UP,0.0,-0.501,0.0,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'RIGHT', 13, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,13,UNAVAILABLE,UNNECESSARY,UP,0.053794473,0.0,0.0,0.0,0.0,0.0,UP,0.053794473
"('ESCAPE', 'LEFT', 13, 'USELESS', 'UNNECESSARY', 'DOWN')",ESCAPE,LEFT,13,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.0,0.09630719,0.0,0.0,LEFT,0.09630719
"('ESCAPE', 'UP', 1, 'ATTACK', 'UNNECESSARY', 'BOMB')",ESCAPE,UP,1,ATTACK,UNNECESSARY,BOMB,0.17951287,-0.101,0.0,0.0,-0.054442994,0.0,UP,0.17951287
"('NONE', 'NONE', 2, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,2,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.0,-0.501,0.0,0.0,UP,0.0
"('ESCAPE', 'UP', 9, 'UNSAFE', 'UNNECESSARY', 'DOWN')",ESCAPE,UP,9,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'UP', 9, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,9,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,-0.09628697,0.0,0.0,0.0,UP,0.0
"('COIN', 'UP', 1, 'USELESS', 'UNNECESSARY', 'LEFT')",COIN,UP,1,USELESS,UNNECESSARY,LEFT,0.12697794,0.0,0.0,0.0,0.0,-0.0015680096,UP,0.12697794
"('ESCAPE', 'UP', 11, 'USELESS', 'UNNECESSARY', 'UP')",ESCAPE,UP,11,USELESS,UNNECESSARY,UP,0.010221471,0.0,0.0,0.0,0.0,0.0,UP,0.010221471
"('NONE', 'NONE', 12, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",NONE,NONE,12,UNAVAILABLE,UNNECESSARY,LEFT,-0.06453264,-1.201,0.26838866,0.0,0.0,-0.101,DOWN,0.26838866
"('BOMBING', 'UP', 11, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,UP,11,USELESS,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.016677821,0.0,WAIT,0.016677821
